,Unnamed: 0,user_name,raw_timestamp_part_1,raw_timestamp_part_2,cvtd_timestamp,new_window,num_window,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,kurtosis_yaw_belt,skewness_roll_belt,skewness_roll_belt.1,skewness_yaw_belt,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,amplitude_yaw_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,kurtosis_yaw_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,skewness_yaw_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,amplitude_yaw_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,kurtosis_yaw_forearm,skewness_roll_forearm,skewness_pitch_forearm,skewness_yaw_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,amplitude_yaw_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
106,107,carlitos,1323084236,173961,05/12/2011 11:23,no,16,1.08,7.44,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,-0.02,-20,4,27,-2,605,-299,-132.0,17.0,-163.0,34,,,,,,,,,,,0.0,-0.02,-0.03,-289,112,-124,-362,332,517,,,,,,,,,,,,,,,,12.80426595,-70.70175536,-84.73107178,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-234,46,-270,-555,284,-69.0,22.7,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.03,192,204,-215,-7,653.0,463.0,A
107,108,carlitos,1323084236,184343,05/12/2011 11:23,no,16,1.07,7.44,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-19,4,24,-3,605,-308,-132.0,16.9,-163.0,34,,,,,,,,,,,0.02,0.0,-0.03,-285,111,-123,-374,335,520,,,,,,,,,,,,,,,,13.38245941,-70.81758832,-84.46500278,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-234,48,-269,-562,295,-56.0,22.6,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,191,203,-213,-12,650.0,468.0,A
108,109,carlitos,1323084236,252283,05/12/2011 11:23,no,16,1.07,7.43,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-19,4,24,-1,606,-310,-132.0,16.9,-163.0,34,,,,,,,,,,,0.02,0.0,-0.03,-286,110,-124,-368,337,511,,,,,,,,,,,,,,,,12.82749458,-70.49031927,-84.93557392,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,46,-270,-555,293,-72.0,22.5,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,192,202,-215,-12,654.0,457.0,A
109,110,carlitos,1323084236,260303,05/12/2011 11:23,no,16,1.06,7.43,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-19,4,24,-1,599,-309,-132.0,16.9,-163.0,34,,,,,,,,,,,0.02,0.0,-0.02,-289,111,-123,-365,347,514,,,,,,,,,,,,,,,,13.02493063,-70.31756075,-85.05658246,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-234,47,-272,-561,293,-66.0,22.5,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.02,-0.02,192,205,-215,-10,656.0,462.0,A
110,111,carlitos,1323084236,276333,05/12/2011 11:23,no,16,1.04,7.42,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-20,3,25,-5,607,-305,-132.0,16.9,-163.0,34,,,,,,,,,,,0.0,0.0,-0.02,-290,110,-122,-361,340,513,,,,,,,,,,,,,,,,12.50265881,-70.55410345,-84.95416453,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-234,45,-271,-560,290,-49.0,22.4,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,0.0,191,205,-213,-10,655.0,471.0,A
111,112,carlitos,1323084236,300410,05/12/2011 11:23,no,16,1.05,7.43,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-20,3,27,-3,604,-306,-132.0,16.9,-163.0,34,,,,,,,,,,,0.0,0.0,-0.02,-288,109,-122,-365,337,517,,,,,,,,,,,,,,,,12.45048376,-70.20100811,-85.31861742,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-234,45,-273,-554,292,-61.0,22.3,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,193,207,-215,-11,655.0,468.0,A
112,113,carlitos,1323084236,396295,05/12/2011 11:23,no,16,1.07,7.44,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-20,3,25,-3,606,-311,-132.0,16.7,-163.0,34,,,,,,,,,,,0.02,-0.02,0.0,-291,111,-122,-358,333,521,,,,,,,,,,,,,,,,12.25323852,-70.76108375,-84.8097078,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-234,44,-270,-559,294,-51.0,22.1,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,196,207,-212,-17,650.0,464.0,A
113,114,carlitos,1323084236,496356,05/12/2011 11:23,no,16,1.12,7.4,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-21,4,24,1,598,-293,-133.0,16.6,-163.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-288,110,-123,-361,343,515,,,,,,,,,,,,,,,,12.72421627,-70.1717217,-85.2789485,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,0.0,-0.02,-234,46,-273,-558,293,-70.0,22.2,-63.4,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,192,203,-214,-7,655.0,473.0,A
114,115,carlitos,1323084236,500331,05/12/2011 11:23,no,16,1.15,7.39,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-22,3,24,-7,600,-309,-133.0,16.6,-163.0,34,,,,,,,,,,,0.02,0.0,-0.02,-288,110,-122,-365,338,511,,,,,,,,,,,,,,,,13.02493063,-70.31756075,-85.05658246,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-234,47,-272,-560,292,-69.0,22.3,-63.4,-146.0,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.03,-0.06,-0.02,202,207,-213,-7,654.0,470.0,A
115,116,carlitos,1323084236,508310,05/12/2011 11:23,no,16,1.22,7.35,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.0,0.02,-20,2,27,1,607,-312,-133.0,16.5,-163.0,34,,,,,,,,,,,0.02,-0.02,-0.03,-287,108,-122,-365,340,512,,,,,,,,,,,,,,,,13.13073959,-70.63750507,-84.71064711,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.02,-0.02,-233,47,-269,-555,298,-68.0,22.3,-63.4,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.02,193,206,-215,-12,654.0,468.0,A
116,117,carlitos,1323084236,528355,05/12/2011 11:23,no,16,1.23,7.34,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-20,5,26,-1,603,-306,-133.0,16.5,-163.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-286,109,-124,-364,331,510,,,,,,,,,,,,,,,,13.32663754,-70.46303572,-84.83261299,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.02,-234,48,-271,-563,293,-71.0,22.4,-63.4,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.03,-0.03,189,205,-215,-10,655.0,463.0,A
117,118,carlitos,1323084236,552322,05/12/2011 11:23,no,16,1.27,7.33,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-19,8,22,-2,604,-312,-133.0,16.4,-163.0,34,,,,,,,,,,,0.02,0.0,-0.02,-288,110,-122,-369,337,507,,,,,,,,,,,,,,,,13.04835112,-70.10639112,-85.26057697,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,0.0,0.0,-233,47,-272,-561,296,-67.0,22.3,-63.4,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.0,-0.03,190,204,-216,-4,648.0,464.0,A
118,119,carlitos,1323084236,580393,05/12/2011 11:23,no,16,1.32,7.28,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-18,4,20,-8,599,-309,-133.0,16.4,-163.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-288,111,-123,-372,338,517,,,,,,,,,,,,,,,,13.00153631,-70.52797703,-84.85328202,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.02,-235,47,-272,-559,292,-74.0,22.1,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.02,0.02,-0.07,196,203,-214,-12,656.0,469.0,A
119,120,carlitos,1323084236,592361,05/12/2011 11:23,no,16,1.29,7.23,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.0,-0.05,-19,2,22,-2,598,-306,-133.0,16.4,-163.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-288,111,-122,-361,335,523,,,,,,,,,,,,,,,,13.07948887,-70.67116245,-84.69053461,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.02,-234,47,-270,-557,297,-52.0,22.1,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.02,-0.03,-0.05,195,202,-215,-9,655.0,469.0,A
120,121,carlitos,1323084236,604310,05/12/2011 11:23,no,16,1.24,7.2,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.0,-0.05,-19,2,23,-6,612,-295,-133.0,16.3,-163.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-288,110,-122,-362,346,518,,,,,,,,,,,,,,,,13.07574259,-70.28271016,-85.07803122,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.02,0.03,-233,47,-271,-562,296,-72.0,22.1,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.03,-0.02,-0.05,191,200,-213,-12,659.0,471.0,A
121,122,carlitos,1323084236,700318,05/12/2011 11:23,no,16,1.12,7.15,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.05,-19,1,23,-8,603,-297,-133.0,16.2,-163.0,34,,,,,,,,,,,0.02,-0.02,0.0,-288,111,-123,-362,335,519,,,,,,,,,,,,,,,,12.29776333,-70.33736693,-85.22064473,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,0.0,0.03,-232,44,-270,-558,292,-70.0,21.9,-63.6,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.02,192,203,-213,-11,659.0,465.0,A
122,123,carlitos,1323084236,736336,05/12/2011 11:23,no,16,1.05,7.13,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,-0.02,-22,1,23,-9,606,-289,-133.0,16.2,-163.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-287,110,-120,-363,330,519,,,,,,,,,,,,,,,,12.55158748,-70.52027361,-84.97560794,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.03,-233,45,-270,-551,292,-54.0,21.9,-63.6,-146.0,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.02,-0.02,-0.02,199,208,-216,-16,659.0,460.0,A
123,124,carlitos,1323084236,792286,05/12/2011 11:23,no,16,1.09,7.18,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-20,3,21,2,606,-311,-133.0,16.1,-163.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-288,112,-123,-367,335,511,,,,,,,,,,,,,,,,11.71925996,-70.21607571,-85.48029537,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,0.0,0.03,-232,42,-271,-555,288,-70.0,21.7,-63.7,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.02,-0.05,192,204,-213,-10,654.0,470.0,A
124,125,carlitos,1323084236,868314,05/12/2011 11:23,no,16,1.11,7.16,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,-0.02,-19,4,20,-3,605,-296,-133.0,16.0,-163.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-288,112,-123,-368,333,514,,,,,,,,,,,,,,,,13.37476825,-70.03973325,-85.24085475,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,0.0,0.0,-232,48,-271,-554,294,-67.0,21.5,-63.7,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,191,204,-214,-17,651.0,470.0,A
125,126,carlitos,1323084236,904281,05/12/2011 11:23,no,16,1.13,7.17,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-20,5,23,-9,605,-310,-133.0,15.9,-163.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-288,110,-124,-361,337,512,,,,,,,,,,,,,,,,13.0286334,-70.70454033,-84.67054396,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,0.0,-0.02,-235,47,-271,-551,295,-61.0,21.5,-63.7,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,192,204,-214,-7,659.0,468.0,A
126,127,carlitos,1323084236,924328,05/12/2011 11:23,no,16,1.15,7.19,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-19,4,23,-5,602,-306,-133.0,15.9,-163.0,34,,,,,,,,,,,0.02,-0.02,0.0,-287,110,-123,-366,331,521,,,,,,,,,,,,,,,,13.35451266,-70.63995378,-84.64918975,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.02,0.0,-234,48,-270,-555,295,-73.0,21.4,-63.7,-145.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,192,205,-214,-9,658.0,476.0,A
127,128,carlitos,1323084236,936284,05/12/2011 11:23,no,16,1.16,7.21,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.02,-19,3,25,0,605,-306,-133.0,15.9,-163.0,34,,,,,,,,,,,0.03,-0.02,0.0,-288,111,-123,-374,337,513,,,,,,,,,,,,,,,,12.85074981,-70.27811982,-85.14078134,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.02,-0.02,-232,46,-270,-562,294,-70.0,21.4,-63.7,-145.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,192,205,-214,-11,647.0,471.0,A
128,129,carlitos,1323084236,960299,05/12/2011 11:23,no,16,1.16,7.23,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.02,-17,3,24,-7,604,-307,-133.0,15.8,-164.0,34,,,,,,,,,,,0.02,-0.03,0.02,-289,111,-124,-367,330,516,,,,,,,,,,,,,,,,13.0717973,-69.89446597,-85.46526697,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.02,0.0,-232,47,-272,-559,303,-58.0,21.4,-63.7,-145.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.03,193,204,-215,-11,655.0,463.0,A
129,130,carlitos,1323084237,52297,05/12/2011 11:23,no,17,1.29,7.44,-93.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.0,0.0,-19,4,26,-5,598,-306,-133.0,15.6,-164.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-286,110,-124,-371,337,514,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,21.1,-63.7,-145.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,0.0,192,202,-211,-12,655.0,474.0,A
130,131,carlitos,1323084237,184316,05/12/2011 11:23,no,17,1.38,7.6,-93.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.02,0.0,-19,5,25,-5,601,-300,-133.0,15.5,-164.0,34,,,,,,,,,,,0.02,-0.02,-0.03,-289,110,-122,-368,332,510,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,21.1,-63.7,-145.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.02,0.0,189,203,-213,-11,652.0,470.0,A
131,132,carlitos,1323084237,196272,05/12/2011 11:23,no,17,1.4,7.64,-93.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.0,-0.02,-20,3,26,-5,603,-318,-133.0,15.5,-164.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-288,109,-122,-367,333,515,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,21.0,-63.7,-145.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.02,0.0,192,204,-216,-6,654.0,476.0,A
132,133,carlitos,1323084237,260348,05/12/2011 11:23,no,17,1.4,7.74,-93.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0,-0.02,-18,4,23,0,603,-318,-133.0,15.4,-164.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-287,110,-124,-369,334,514,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,21.0,-63.8,-145.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.03,194,203,-215,-10,654.0,469.0,A
133,134,carlitos,1323084237,313659,05/12/2011 11:23,no,17,1.41,7.81,-93.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.02,-20,5,23,0,603,-317,-134.0,15.3,-164.0,34,,,,,,,,,,,0.0,0.0,-0.03,-287,111,-122,-365,336,515,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,20.8,-63.8,-145.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,195,204,-215,-9,655.0,470.0,A
134,135,carlitos,1323084237,420420,05/12/2011 11:23,no,17,1.44,7.82,-93.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,-0.02,-19,3,22,2,596,-312,-134.0,15.3,-164.0,34,,,,,,,,,,,-0.02,0.0,-0.02,-287,111,-122,-372,322,511,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,20.7,-63.8,-145.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.03,194,204,-213,-11,656.0,473.0,A
135,136,carlitos,1323084237,496380,05/12/2011 11:23,no,17,1.44,7.73,-93.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.02,-0.02,-21,4,21,2,610,-303,-134.0,15.3,-164.0,34,,,,,,,,,,,-0.02,0.0,-0.02,-287,111,-124,-367,336,511,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,20.6,-63.7,-145.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,-0.02,0.0,194,202,-212,-13,655.0,476.0,A
136,137,carlitos,1323084237,560299,05/12/2011 11:23,no,17,1.48,7.54,-93.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,0.02,-0.02,-19,4,21,5,601,-303,-134.0,15.3,-164.0,34,,,,,,,,,,,0.02,0.0,-0.03,-288,110,-123,-361,330,535,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,20.6,-63.6,-145.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,0.0,192,204,-215,-7,658.0,466.0,A
137,138,carlitos,1323084237,648300,05/12/2011 11:23,no,17,1.49,7.44,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.02,-0.03,-18,4,22,-6,605,-320,-134.0,15.2,-164.0,34,,,,,,,,,,,0.02,-0.02,0.0,-288,110,-122,-367,335,515,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,20.4,-63.6,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.03,193,203,-217,-14,653.0,469.0,A
138,139,carlitos,1323084237,700319,05/12/2011 11:23,no,17,1.44,7.28,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,-0.03,-20,3,21,0,598,-311,-134.0,15.1,-164.0,34,,,,,,,,,,,0.02,-0.02,0.0,-288,108,-121,-369,336,512,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,20.3,-63.7,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,195,203,-214,-18,653.0,476.0,A
139,140,carlitos,1323084237,728319,05/12/2011 11:23,no,17,1.42,7.26,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-19,5,20,-3,600,-313,-134.0,15.1,-164.0,34,,,,,,,,,,,0.02,-0.03,-0.02,-288,109,-123,-360,336,521,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,20.3,-63.6,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,0.0,0.0,193,203,-213,-8,652.0,462.0,A
140,141,carlitos,1323084237,736281,05/12/2011 11:23,no,17,1.4,7.22,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-19,4,20,-5,607,-307,-134.0,15.0,-164.0,34,,,,,,,,,,,0.02,-0.03,-0.02,-287,107,-122,-361,330,515,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,20.2,-63.6,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,0.0,0.0,191,202,-215,-11,656.0,471.0,A
141,142,carlitos,1323084237,800327,05/12/2011 11:23,no,17,1.3,7.15,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-18,5,22,-6,605,-311,-134.0,14.8,-164.0,34,,,,,,,,,,,0.0,-0.03,0.0,-288,111,-121,-364,329,512,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,20.1,-63.5,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,191,204,-214,-13,657.0,470.0,A
142,143,carlitos,1323084237,860323,05/12/2011 11:23,no,17,1.29,7.13,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-18,5,19,-3,605,-292,-134.0,14.7,-164.0,34,,,,,,,,,,,0.02,-0.03,0.0,-286,109,-122,-365,337,514,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,20.0,-63.5,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.0,-0.03,192,203,-214,-11,655.0,472.0,A
143,144,carlitos,1323084237,892334,05/12/2011 11:23,no,17,1.29,7.08,-93.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-17,3,21,-4,606,-316,-134.0,14.6,-164.0,34,,,,,,,,,,,0.0,-0.03,0.0,-289,112,-122,-365,334,515,,,,,,,,,,,,,,,,13.2272917,-70.91576678,-84.40838906,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.03,-0.02,0.0,-237,48,-272,-552,290,-73.0,19.9,-63.6,-144.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,195,204,-215,-4,658.0,471.0,A
